fare,deplocation,arrlocation,deptime,arrcity,depcity,duration,arrtime
$29.00,Greater Binghamton Transportation Center,Port Authority Bus Terminal,2:10 PM,"New York, NY","Binghamton, NY",3hrs 45mins,5:55 PM
$19.00,Greater Binghamton Transportation Center,Port Authority Bus Terminal,4:10 PM,"New York, NY","Binghamton, NY",3hrs 40mins,7:50 PM
$17.00,Greater Binghamton Transportation Center,Port Authority Bus Terminal,6:10 PM,"New York, NY","Binghamton, NY",3hrs 40mins,9:50 PM
$15.00,Greater Binghamton Transportation Center,Port Authority Bus Terminal,8:05 PM,"New York, NY","Binghamton, NY",3hrs 54mins,11:59 PM
$29.00,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,4:30 AM,"Atlanta, GA","Birmingham, AL",2hrs 55mins,8:25 AM
$9.00,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,11:45 AM,"Atlanta, GA","Birmingham, AL",2hrs 55mins,3:40 PM
$7.00,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,"Atlanta, GA","Birmingham, AL",2hrs 55mins,9:25 PM
$9.00,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,12:40 AM,"Memphis, TN","Birmingham, AL",4hrs 50mins,5:30 AM
$9.00,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,8:35 AM,"Memphis, TN","Birmingham, AL",4hrs 50mins,1:25 PM
$9.00,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,3:35 PM,"Memphis, TN","Birmingham, AL",4hrs 50mins,8:25 PM
$37.00,South Station - Gate 25,White Marsh Mall (Opp Red Lobster),9:25 AM,"Baltimore, MD","Boston, MA",9hrs 0mins,6:25 PM
$50.00,South Station - Gate 25,White Marsh Mall (Opp Red Lobster),10:20 PM,"Baltimore, MD","Boston, MA",8hrs 25mins,6:45 AM
$13.00,South Station - Gate 25,Royal Tyler Theatre - University Place and Main St.,11:30 AM,"Burlington, VT","Boston, MA",4hrs 0mins,3:30 PM
$10.00,South Station - Gate 25,Columbus Blvd between Morgan & Talcott St.,2:15 PM,"Hartford, CT","Boston, MA",1hrs 50mins,4:05 PM
$10.00,South Station - Gate 25,Union Station,2:15 PM,"New Haven, CT","Boston, MA",2hrs 45mins,5:00 PM
$30.00,South Station - Gate 25,30th St Station,9:25 AM,"Philadelphia, PA","Boston, MA",7hrs 5mins,4:30 PM
$45.00,South Station - Gate 25,30th St Station,10:20 PM,"Philadelphia, PA","Boston, MA",6hrs 40mins,5:00 AM
$7.00,South Station,Portland Transportation Center,5:45 AM,"Portland, ME","Boston, MA",2hrs 10mins,7:55 AM
$7.00,South Station,Portland Transportation Center,8:00 AM,"Portland, ME","Boston, MA",1hrs 55mins,9:55 AM
$24.00,South Station,Portland Transportation Center,12:01 PM,"Portland, ME","Boston, MA",1hrs 54mins,1:55 PM
$12.00,South Station,Portland Transportation Center,1:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,3:10 PM
$24.00,South Station,Portland Transportation Center,2:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,4:10 PM
$7.00,South Station,Portland Transportation Center,4:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,6:10 PM
$7.00,South Station,Portland Transportation Center,6:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,8:10 PM
$7.00,South Station,Portland Transportation Center,7:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,9:10 PM
$23.00,South Station,Portland Transportation Center,8:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,10:10 PM
$7.00,South Station,Portland Transportation Center,9:15 PM,"Portland, ME","Boston, MA",1hrs 55mins,11:10 PM
$7.00,South Station,Portland Transportation Center,11:15 PM,"Portland, ME","Boston, MA",2hrs 10mins,1:25 AM
$22.00,South Station - Gate 25,Frank. J Lautenberg Station at Secaucus Junction,9:25 AM,"Secaucus, NJ","Boston, MA",4hrs 45mins,2:10 PM
$27.00,South Station - Gate 25,Frank. J Lautenberg Station at Secaucus Junction,10:20 PM,"Secaucus, NJ","Boston, MA",4hrs 30mins,2:50 AM
$37.00,South Station - Gate 25,Union Station.,9:25 AM,"Washington, DC","Boston, MA",10hrs 30mins,7:55 PM
$50.00,South Station - Gate 25,Union Station.,10:20 PM,"Washington, DC","Boston, MA",10hrs 5mins,8:25 AM
$38.00,Buffalo Niagara International Airport,7th Ave & 28th St.,1:05 PM,"New York, NY","Buffalo Airport, NY",8hrs 0mins,9:05 PM
$30.00,Buffalo Niagara International Airport,7th Ave & 28th St.,6:05 PM,"New York, NY","Buffalo Airport, NY",8hrs 0mins,2:05 AM
$40.00,Buffalo Niagara International Airport,7th Ave & 28th St.,10:35 PM,"New York, NY","Buffalo Airport, NY",8hrs 0mins,6:35 AM
$22.00,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,1:05 PM,"Rochester, NY","Buffalo Airport, NY",1hrs 15mins,2:20 PM
$22.00,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,6:05 PM,"Rochester, NY","Buffalo Airport, NY",1hrs 15mins,7:20 PM
$26.00,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,10:35 PM,"Rochester, NY","Buffalo Airport, NY",1hrs 15mins,11:50 PM
$22.00,Buffalo Niagara International Airport,Syracuse Regional Transit Center,1:05 PM,"Syracuse, NY","Buffalo Airport, NY",2hrs 45mins,3:50 PM
$22.00,Buffalo Niagara International Airport,Syracuse Regional Transit Center,6:05 PM,"Syracuse, NY","Buffalo Airport, NY",2hrs 45mins,8:50 PM
$26.00,Buffalo Niagara International Airport,Syracuse Regional Transit Center,10:35 PM,"Syracuse, NY","Buffalo Airport, NY",2hrs 45mins,1:20 AM
$19.00,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,3:00 AM,"Toronto, ON","Buffalo Airport, NY",3hrs 0mins,6:00 AM
$23.00,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,8:00 AM,"Toronto, ON","Buffalo Airport, NY",3hrs 20mins,11:20 AM
$23.00,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,4:20 PM,"Toronto, ON","Buffalo Airport, NY",3hrs 0mins,7:20 PM
$11.00,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,9:20 PM,"Toronto, ON","Buffalo Airport, NY",3hrs 0mins,12:20 AM
$72.00,Downtown Terminal,MARTA Civic Center - 435 W Peachtree St NW,10:30 AM,"Atlanta, GA","Buffalo, NY",19hrs 35mins,6:05 AM
$72.00,Downtown Terminal,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,"Atlanta, GA","Buffalo, NY",19hrs 35mins,6:05 PM
$60.00,Downtown Terminal,White Marsh Mall (Opp Red Lobster),10:35 PM,"Baltimore, MD","Buffalo, NY",9hrs 45mins,8:20 AM
$59.00,Downtown Terminal,Eastgate Complex - 5600 Brainerd Rd.,10:30 AM,"Chattanooga, TN","Buffalo, NY",17hrs 15mins,3:45 AM
$59.00,Downtown Terminal,Eastgate Complex - 5600 Brainerd Rd.,10:30 PM,"Chattanooga, TN","Buffalo, NY",17hrs 15mins,3:45 PM
$22.00,Downtown Terminal,1213 W Central Parkway,10:30 AM,"Cincinnati, OH","Buffalo, NY",9hrs 15mins,7:45 PM
$22.00,Downtown Terminal,1213 W Central Parkway,10:30 PM,"Cincinnati, OH","Buffalo, NY",9hrs 15mins,7:45 AM
$10.00,Downtown Terminal,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",10:30 AM,"Cleveland, OH","Buffalo, NY",4hrs 0mins,2:30 PM
$10.00,Downtown Terminal,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",10:30 PM,"Cleveland, OH","Buffalo, NY",4hrs 0mins,2:30 AM
$10.00,Downtown Terminal,SE corner of Spring St and 4th St,10:30 AM,"Columbus, OH","Buffalo, NY",7hrs 0mins,5:30 PM
$10.00,Downtown Terminal,SE corner of Spring St and 4th St,10:30 PM,"Columbus, OH","Buffalo, NY",7hrs 0mins,5:30 AM
$5.00,Downtown Terminal,PSU Erie - Erie Lot (on College Dr next to tennis courts),10:30 AM,"Erie, PA","Buffalo, NY",2hrs 0mins,12:30 PM
$10.00,Downtown Terminal,PSU Erie - Erie Lot (on College Dr next to tennis courts),10:30 PM,"Erie, PA","Buffalo, NY",2hrs 0mins,12:30 AM
$51.00,Downtown Terminal,Knoxville Transit Center,10:30 AM,"Knoxville, TN","Buffalo, NY",15hrs 25mins,1:55 AM
$51.00,Downtown Terminal,Knoxville Transit Center,10:30 PM,"Knoxville, TN","Buffalo, NY",15hrs 25mins,1:55 PM
$51.00,Downtown Terminal,Lextran Transit Ctr - High Street side  185 East High Street,10:30 AM,"Lexington, KY","Buffalo, NY",11hrs 55mins,10:25 PM
$51.00,Downtown Terminal,Lextran Transit Ctr - High Street side  185 East High Street,10:30 PM,"Lexington, KY","Buffalo, NY",11hrs 55mins,10:25 AM
$38.00,Downtown Terminal,7th Ave & 28th St.,3:15 AM,"New York, NY","Buffalo, NY",8hrs 25mins,11:40 AM
$38.00,Downtown Terminal,7th Ave & 28th St.,12:45 PM,"New York, NY","Buffalo, NY",8hrs 20mins,9:05 PM
$30.00,Downtown Terminal,7th Ave & 28th St.,5:45 PM,"New York, NY","Buffalo, NY",8hrs 20mins,2:05 AM
$40.00,Downtown Terminal,7th Ave & 28th St.,10:15 PM,"New York, NY","Buffalo, NY",8hrs 20mins,6:35 AM
$60.00,Downtown Terminal,30th St Station,10:35 PM,"Philadelphia, PA","Buffalo, NY",7hrs 50mins,6:25 AM
$22.00,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,12:45 PM,"Rochester, NY","Buffalo, NY",1hrs 35mins,2:20 PM
$22.00,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,5:45 PM,"Rochester, NY","Buffalo, NY",1hrs 35mins,7:20 PM
$26.00,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,10:15 PM,"Rochester, NY","Buffalo, NY",1hrs 35mins,11:50 PM
$22.00,Downtown Terminal,Syracuse Regional Transit Center,12:45 PM,"Syracuse, NY","Buffalo, NY",3hrs 5mins,3:50 PM
$22.00,Downtown Terminal,Syracuse Regional Transit Center,5:45 PM,"Syracuse, NY","Buffalo, NY",3hrs 5mins,8:50 PM
$26.00,Downtown Terminal,Syracuse Regional Transit Center,10:15 PM,"Syracuse, NY","Buffalo, NY",3hrs 5mins,1:20 AM
$19.00,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,3:15 AM,"Toronto, ON","Buffalo, NY",2hrs 45mins,6:00 AM
$23.00,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,7:20 AM,"Toronto, ON","Buffalo, NY",2hrs 45mins,10:05 AM
$23.00,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,8:30 AM,"Toronto, ON","Buffalo, NY",2hrs 50mins,11:20 AM
$19.00,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,4:35 PM,"Toronto, ON","Buffalo, NY",2hrs 45mins,7:20 PM
$10.00,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,9:35 PM,"Toronto, ON","Buffalo, NY",2hrs 45mins,12:20 AM
$60.00,Downtown Terminal,Union Station.,10:35 PM,"Washington, DC","Buffalo, NY",11hrs 5mins,9:40 AM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,9:50 AM,"Oakland, CA","Burbank, CA",6hrs 40mins,4:30 PM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,5:20 PM,"Oakland, CA","Burbank, CA",6hrs 0mins,11:20 PM
$37.00,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,11:50 PM,"Oakland, CA","Burbank, CA",6hrs 40mins,6:30 AM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,7:00 AM,"San Francisco, CA","Burbank, CA",7hrs 10mins,2:10 PM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,9:50 AM,"San Francisco, CA","Burbank, CA",7hrs 10mins,5:00 PM
$23.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,12:50 PM,"San Francisco, CA","Burbank, CA",7hrs 20mins,8:10 PM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,5:20 PM,"San Francisco, CA","Burbank, CA",6hrs 30mins,11:50 PM
$15.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,7:20 PM,"San Francisco, CA","Burbank, CA",7hrs 20mins,2:40 AM
$37.00,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,11:50 PM,"San Francisco, CA","Burbank, CA",7hrs 10mins,7:00 AM
$34.00,Downtown Burbank Metrolink Stn - 201 N Front St,Diridon Caltrain Station,7:00 AM,"San Jose, CA","Burbank, CA",6hrs 5mins,1:05 PM
$23.00,Downtown Burbank Metrolink Stn - 201 N Front St,Diridon Caltrain Station,12:50 PM,"San Jose, CA","Burbank, CA",6hrs 15mins,7:05 PM
$15.00,Downtown Burbank Metrolink Stn - 201 N Front St,Diridon Caltrain Station,7:20 PM,"San Jose, CA","Burbank, CA",6hrs 15mins,1:35 AM
$34.00,Diridon Caltrain Station,Downtown Burbank Metrolink Stn - 201 N Front St,7:05 AM,"Burbank, CA","San Jose, CA",6hrs 15mins,1:20 PM
$34.00,Diridon Caltrain Station,Downtown Burbank Metrolink Stn - 201 N Front St,12:35 PM,"Burbank, CA","San Jose, CA",6hrs 15mins,6:50 PM
$34.00,Diridon Caltrain Station,Union Station's Patsaouras Transit Plaza Bay 8,7:05 AM,"Los Angeles, CA","San Jose, CA",6hrs 35mins,1:40 PM
$34.00,Diridon Caltrain Station,Union Station's Patsaouras Transit Plaza Bay 8,12:35 PM,"Los Angeles, CA","San Jose, CA",6hrs 35mins,7:10 PM
$22.00,Royal Tyler Theatre - University Place and Main St.,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,12:15 PM,"Amherst, MA","Burlington, VT",3hrs 30mins,3:45 PM
$13.00,Royal Tyler Theatre - University Place and Main St.,South Station - Gate 13,4:15 PM,"Boston, MA","Burlington, VT",4hrs 0mins,8:15 PM
$22.00,Royal Tyler Theatre - University Place and Main St.,Columbus Blvd between Morgan & Talcott St.,12:15 PM,"Hartford, CT","Burlington, VT",4hrs 35mins,4:50 PM
$25.00,Royal Tyler Theatre - University Place and Main St.,7th Ave & 28th St.,12:15 PM,"New York, NY","Burlington, VT",7hrs 15mins,7:30 PM
$9.00,S Brevard St outside of Charlotte Trans Ctr,MARTA Civic Center - 435 W Peachtree St NW,9:15 AM,"Atlanta, GA","Charlotte, NC",4hrs 15mins,1:30 PM
$9.00,S Brevard St outside of Charlotte Trans Ctr,MARTA Civic Center - 435 W Peachtree St NW,12:45 PM,"Atlanta, GA","Charlotte, NC",4hrs 15mins,5:00 PM
$1.00,S Brevard St outside of Charlotte Trans Ctr,MARTA Civic Center - 435 W Peachtree St NW,7:45 PM,"Atlanta, GA","Charlotte, NC",4hrs 14mins,11:59 PM
$22.00,S Brevard St outside of Charlotte Trans Ctr,Willard St. outside of Durham Station Transportation Center,10:00 AM,"Durham, NC","Charlotte, NC",3hrs 0mins,1:00 PM
$24.00,S Brevard St outside of Charlotte Trans Ctr,Willard St. outside of Durham Station Transportation Center,10:00 PM,"Durham, NC","Charlotte, NC",3hrs 0mins,1:00 AM
$85.00,S Brevard St outside of Charlotte Trans Ctr,7th Ave & 28th St.,10:00 AM,"New York, NY","Charlotte, NC",14hrs 40mins,12:40 AM
$85.00,S Brevard St outside of Charlotte Trans Ctr,7th Ave & 28th St.,10:00 PM,"New York, NY","Charlotte, NC",14hrs 40mins,12:40 PM
$24.00,S Brevard St outside of Charlotte Trans Ctr,The Plaza at Main Street Station,10:00 AM,"Richmond, VA","Charlotte, NC",5hrs 35mins,3:35 PM
$24.00,S Brevard St outside of Charlotte Trans Ctr,The Plaza at Main Street Station,10:00 PM,"Richmond, VA","Charlotte, NC",5hrs 35mins,3:35 AM
$36.00,S Brevard St outside of Charlotte Trans Ctr,Union Station.,10:00 AM,"Washington, DC","Charlotte, NC",7hrs 40mins,5:40 PM
$36.00,S Brevard St outside of Charlotte Trans Ctr,Union Station.,10:00 PM,"Washington, DC","Charlotte, NC",7hrs 50mins,5:50 AM
$59.00,Eastgate Complex - 5600 Brainerd Rd.,Downtown Terminal,2:20 AM,"Buffalo, NY","Chattanooga, TN",18hrs 25mins,8:45 PM
$59.00,Eastgate Complex - 5600 Brainerd Rd.,Downtown Terminal,3:20 PM,"Buffalo, NY","Chattanooga, TN",17hrs 25mins,8:45 AM
$50.00,Eastgate Complex - 5600 Brainerd Rd.,Union Station S Canal St south of Jackson Blvd.,8:20 AM,"Chicago, IL","Chattanooga, TN",12hrs 15mins,7:35 PM
$50.00,Eastgate Complex - 5600 Brainerd Rd.,Union Station S Canal St south of Jackson Blvd.,6:30 PM,"Chicago, IL","Chattanooga, TN",12hrs 0mins,5:30 AM
$36.00,Eastgate Complex - 5600 Brainerd Rd.,1213 W Central Parkway,2:20 AM,"Cincinnati, OH","Chattanooga, TN",6hrs 45mins,9:05 AM
$36.00,Eastgate Complex - 5600 Brainerd Rd.,1213 W Central Parkway,3:20 PM,"Cincinnati, OH","Chattanooga, TN",6hrs 45mins,10:05 PM
$127.00,Eastgate Complex - 5600 Brainerd Rd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",2:20 AM,"Cleveland, OH","Chattanooga, TN",14hrs 25mins,4:45 PM
$141.60,Eastgate Complex - 5600 Brainerd Rd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",3:20 PM,"Cleveland, OH","Chattanooga, TN",13hrs 25mins,4:45 AM
$59.00,Eastgate Complex - 5600 Brainerd Rd.,SE corner of Spring St and 4th St,2:20 AM,"Columbus, OH","Chattanooga, TN",11hrs 25mins,1:45 PM
$59.00,Eastgate Complex - 5600 Brainerd Rd.,SE corner of Spring St and 4th St,3:20 PM,"Columbus, OH","Chattanooga, TN",10hrs 25mins,1:45 AM
$69.00,Eastgate Complex - 5600 Brainerd Rd.,PSU Erie - Erie Lot (on College Dr next to tennis courts),2:20 AM,"Erie, PA","Chattanooga, TN",16hrs 25mins,6:45 PM
$69.00,Eastgate Complex - 5600 Brainerd Rd.,PSU Erie - Erie Lot (on College Dr next to tennis courts),3:20 PM,"Erie, PA","Chattanooga, TN",15hrs 25mins,6:45 AM
$28.00,Eastgate Complex - 5600 Brainerd Rd.,200 E Washington St.,8:20 AM,"Indianapolis, IN","Chattanooga, TN",9hrs 0mins,5:20 PM
$28.00,Eastgate Complex - 5600 Brainerd Rd.,200 E Washington St.,6:30 PM,"Indianapolis, IN","Chattanooga, TN",8hrs 30mins,3:00 AM
$14.00,Eastgate Complex - 5600 Brainerd Rd.,Knoxville Transit Center,2:20 AM,"Knoxville, TN","Chattanooga, TN",1hrs 50mins,4:10 AM
$14.00,Eastgate Complex - 5600 Brainerd Rd.,Knoxville Transit Center,3:20 PM,"Knoxville, TN","Chattanooga, TN",1hrs 50mins,5:10 PM
$18.00,Eastgate Complex - 5600 Brainerd Rd.,Lextran Transit Ctr - High Street side  185 East High Street,2:20 AM,"Lexington, KY","Chattanooga, TN",5hrs 20mins,7:40 AM
$18.00,Eastgate Complex - 5600 Brainerd Rd.,Lextran Transit Ctr - High Street side  185 East High Street,3:20 PM,"Lexington, KY","Chattanooga, TN",5hrs 20mins,8:40 PM
$33.00,Eastgate Complex - 5600 Brainerd Rd.,SW Corner of W Liberty St and S 5th St,8:20 AM,"Louisville, KY","Chattanooga, TN",6hrs 10mins,2:30 PM
$33.00,Eastgate Complex - 5600 Brainerd Rd.,SW Corner of W Liberty St and S 5th St,6:30 PM,"Louisville, KY","Chattanooga, TN",6hrs 0mins,12:30 AM
$14.00,Eastgate Complex - 5600 Brainerd Rd.,704 4th Ave South,8:20 AM,"Nashville, TN","Chattanooga, TN",2hrs 30mins,9:50 AM
$14.00,Eastgate Complex - 5600 Brainerd Rd.,704 4th Ave South,6:30 PM,"Nashville, TN","Chattanooga, TN",2hrs 30mins,8:00 PM
$9.00,Eastgate Complex - 5600 Brainerd Rd.,MARTA Civic Center - 435 W Peachtree St NW,3:45 AM,"Atlanta, GA","Chattanooga, TN",2hrs 20mins,6:05 AM
$5.00,Eastgate Complex - 5600 Brainerd Rd.,MARTA Civic Center - 435 W Peachtree St NW,1:15 PM,"Atlanta, GA","Chattanooga, TN",2hrs 5mins,3:20 PM
$9.00,Eastgate Complex - 5600 Brainerd Rd.,MARTA Civic Center - 435 W Peachtree St NW,3:45 PM,"Atlanta, GA","Chattanooga, TN",2hrs 20mins,6:05 PM
$5.00,Eastgate Complex - 5600 Brainerd Rd.,MARTA Civic Center - 435 W Peachtree St NW,10:55 PM,"Atlanta, GA","Chattanooga, TN",2hrs 5mins,1:00 AM
$22.00,Union Station S Canal St south of Jackson Blvd.,U of M State St Park and Ride,6:15 AM,"Ann Arbor, MI","Chicago, IL",4hrs 40mins,11:55 AM
$28.00,Union Station S Canal St south of Jackson Blvd.,U of M State St Park and Ride,10:15 AM,"Ann Arbor, MI","Chicago, IL",4hrs 40mins,3:55 PM
$24.00,Union Station S Canal St south of Jackson Blvd.,U of M State St Park and Ride,6:10 PM,"Ann Arbor, MI","Chicago, IL",4hrs 40mins,11:50 PM
$55.00,Union Station S Canal St south of Jackson Blvd.,MARTA Civic Center - 435 W Peachtree St NW,9:30 AM,"Atlanta, GA","Chicago, IL",14hrs 30mins,1:00 AM
$55.00,Union Station S Canal St south of Jackson Blvd.,MARTA Civic Center - 435 W Peachtree St NW,11:59 PM,"Atlanta, GA","Chicago, IL",14hrs 21mins,3:20 PM
$50.00,Union Station S Canal St south of Jackson Blvd.,Eastgate Complex - 5600 Brainerd Rd.,9:30 AM,"Chattanooga, TN","Chicago, IL",12hrs 10mins,10:40 PM
$50.00,Union Station S Canal St south of Jackson Blvd.,Eastgate Complex - 5600 Brainerd Rd.,11:59 PM,"Chattanooga, TN","Chicago, IL",12hrs 1mins,1:00 PM
$14.00,Union Station S Canal St south of Jackson Blvd.,U of Cincinnati - W University Ave and Commons Way,6:00 AM,"Cincinnati, OH","Chicago, IL",5hrs 55mins,12:55 PM
$14.00,Union Station S Canal St south of Jackson Blvd.,1213 W Central Parkway,6:00 AM,"Cincinnati, OH","Chicago, IL",6hrs 10mins,1:10 PM
$32.00,Union Station S Canal St south of Jackson Blvd.,U of Cincinnati - W University Ave and Commons Way,11:00 AM,"Cincinnati, OH","Chicago, IL",5hrs 55mins,5:55 PM
$32.00,Union Station S Canal St south of Jackson Blvd.,1213 W Central Parkway,11:00 AM,"Cincinnati, OH","Chicago, IL",6hrs 20mins,6:20 PM
$32.00,Union Station S Canal St south of Jackson Blvd.,U of Cincinnati - W University Ave and Commons Way,3:30 PM,"Cincinnati, OH","Chicago, IL",6hrs 10mins,10:40 PM
$32.00,Union Station S Canal St south of Jackson Blvd.,1213 W Central Parkway,3:30 PM,"Cincinnati, OH","Chicago, IL",6hrs 20mins,10:50 PM
$30.00,Union Station S Canal St south of Jackson Blvd.,U of Cincinnati - W University Ave and Commons Way,10:00 PM,"Cincinnati, OH","Chicago, IL",5hrs 50mins,4:50 AM
$30.00,Union Station S Canal St south of Jackson Blvd.,1213 W Central Parkway,10:00 PM,"Cincinnati, OH","Chicago, IL",6hrs 5mins,5:05 AM
$29.00,Union Station S Canal St south of Jackson Blvd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",9:00 AM,"Cleveland, OH","Chicago, IL",6hrs 35mins,4:35 PM
$29.00,Union Station S Canal St south of Jackson Blvd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",4:00 PM,"Cleveland, OH","Chicago, IL",6hrs 50mins,11:50 PM
$37.00,Union Station S Canal St south of Jackson Blvd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",11:59 PM,"Cleveland, OH","Chicago, IL",6hrs 31mins,7:30 AM
$52.00,Union Station S Canal St south of Jackson Blvd.,Wabash Station,8:45 AM,"Columbia, MO","Chicago, IL",7hrs 55mins,4:40 PM
$41.00,Union Station S Canal St south of Jackson Blvd.,SE corner of Spring St and 4th St,9:00 AM,"Columbus, OH","Chicago, IL",6hrs 50mins,4:50 PM
$41.00,Union Station S Canal St south of Jackson Blvd.,SE corner of Spring St and 4th St,10:00 PM,"Columbus, OH","Chicago, IL",8hrs 40mins,7:40 AM
$59.00,Union Station S Canal St south of Jackson Blvd.,"710 Davis St, Grand Prairie",9:05 AM,"Dallas/Fort Worth, TX","Chicago, IL",21hrs 15mins,6:20 AM
$59.00,Union Station S Canal St south of Jackson Blvd.,"DART East Transfer Center, 330 North Olive Street",9:05 AM,"Dallas/Fort Worth, TX","Chicago, IL",20hrs 50mins,5:55 AM
$59.00,Union Station S Canal St south of Jackson Blvd.,"710 Davis St, Grand Prairie",9:00 PM,"Dallas/Fort Worth, TX","Chicago, IL",20hrs 45mins,5:45 PM
$59.00,Union Station S Canal St south of Jackson Blvd.,"DART East Transfer Center, 330 North Olive Street",9:00 PM,"Dallas/Fort Worth, TX","Chicago, IL",20hrs 20mins,5:20 PM
$34.00,Union Station S Canal St south of Jackson Blvd.,Center St Park and Ride Bus Ramp,11:15 AM,"Des Moines, IA","Chicago, IL",6hrs 20mins,5:35 PM
$10.00,Union Station S Canal St south of Jackson Blvd.,Center St Park and Ride Bus Ramp,5:00 PM,"Des Moines, IA","Chicago, IL",6hrs 50mins,11:50 PM
$20.00,Union Station S Canal St south of Jackson Blvd.,Center St Park and Ride Bus Ramp,10:10 PM,"Des Moines, IA","Chicago, IL",6hrs 20mins,4:30 AM
$21.00,Union Station S Canal St south of Jackson Blvd.,Cass Avenue & Warren Ave,6:15 AM,"Detroit, MI","Chicago, IL",5hrs 25mins,12:40 PM
$21.00,Union Station S Canal St south of Jackson Blvd.,Rosa Parks Transit Center,6:15 AM,"Detroit, MI","Chicago, IL",5hrs 35mins,12:50 PM
$27.00,Union Station S Canal St south of Jackson Blvd.,Cass Avenue & Warren Ave,10:15 AM,"Detroit, MI","Chicago, IL",5hrs 25mins,4:40 PM
$27.00,Union Station S Canal St south of Jackson Blvd.,Rosa Parks Transit Center,10:15 AM,"Detroit, MI","Chicago, IL",5hrs 35mins,4:50 PM
$23.00,Union Station S Canal St south of Jackson Blvd.,Cass Avenue & Warren Ave,6:10 PM,"Detroit, MI","Chicago, IL",5hrs 25mins,12:35 AM
$23.00,Union Station S Canal St south of Jackson Blvd.,Rosa Parks Transit Center,6:10 PM,"Detroit, MI","Chicago, IL",5hrs 35mins,12:45 AM
$28.00,Union Station S Canal St south of Jackson Blvd.,East Lansing Train Station - 1240 S Harrison Rd,8:30 AM,"East Lansing, MI","Chicago, IL",5hrs 10mins,2:40 PM
$30.00,Union Station S Canal St south of Jackson Blvd.,East Lansing Train Station - 1240 S Harrison Rd,4:30 PM,"East Lansing, MI","Chicago, IL",4hrs 55mins,10:25 PM
$28.00,Union Station S Canal St south of Jackson Blvd.,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,8:30 AM,"Grand Rapids, MI","Chicago, IL",3hrs 25mins,12:55 PM
